id,generation,name_en,name_kr,type1,type2,species,height_m,weight_kg,base_exp,catch_rate,HP,Atk,Def,SpAtk,SpDef,spd,Tot,explanation_text,link
0026,1,Raichu,라이츄,Electric,,Mouse Pokemon,0.8,30.0,,,,,,,,,,"(Red&Blue)Its long tail serves as a ground to protect itself from its own high voltage power., (Yellow)When electricity builds up inside its body, it becomes feisty. It also glows in the dark., (Gold)When its electricity builds, its muscles are stimulated, and it becomes more aggressive than usual., (Silver)If the electric pouches in its cheeks become fully charged, both ears will stand straight up., (Crystal)If its electric pouches run empty, it raises its tail to gather electricity from the atmosphere., (Ruby)If the electrical sacks become excessively charged, RAICHU plants its tail in the ground and discharges. Scorched patches of ground will be found near this POKéMON’s nest., (Sapphire)This POKéMON exudes a weak electrical charge from all over its body that makes it take on a slight glow in darkness. RAICHU searches for electricity by planting its tail in the ground., (FireRed)Its electric charges can reach even 100,000 volts. Careless contact can cause even an Indian elephant to faint., (LeafGreen)Its long tail serves as a ground to protect itself from its own high-voltage power., (Emerald)If it stores too much electricity, its behavior turns aggressive. To avoid this, it occasionally discharges excess energy and calms itself down., (Diamond)It turns aggressive if it has too much electricity in its body. It discharges power through its tail., (Pearl)It can loose 100,000-volt bursts of electricity, instantly downing foes several times its size., (Platinum)Its tail discharges electricity into the ground, protecting it from getting shocked., (HeartGold)When its electricity builds, its muscles are stimulated, and it becomes more aggressive than usual., (SoulSilver)If the electric pouches in its cheeks become fully charged, both ears will stand straight up., (Black&White&Black 2&White 2)Its tail discharges electricity into the ground, protecting it from getting shocked., (X)When its electricity builds, its muscles are stimulated, and it becomes more aggressive than usual., (Y)It can loose 100,000-volt bursts of electricity, instantly downing foes several times its size., (Omega Ruby)If the electrical sacs become excessively charged, Raichu plants its tail in the ground and discharges. Scorched patches of ground will be found near this Pokémon’s nest., (Alpha Sapphire)This Pokémon exudes a weak electrical charge from all over its body that makes it take on a slight glow in darkness. Raichu plants its tail in the ground to discharge electricity., (Sun)It unleashes electric shocks that can reach 100,000 volts. When agitated, it can knock out even an Indian elephant., (Moon)It becomes aggressive when it has electricity stored up. At such times, even its Trainer has to take care to avoid being attacked., (Ultra Sun)As electricity builds up inside its body, it becomes more aggressive. One theory is that the electricity buildup is actually causing stress., (Ultra Moon)Because so many Trainers like the way Pikachu looks, you don’t see this Pokémon very often., (Let's Go Pikachu&Let's Go Eevee)When electricity builds up inside its body, it becomes feisty. It also glows in the dark., (Sword)Its long tail serves as a ground to protect itself from its own high-voltage power., (Shield)If its electric pouches run empty, it raises its tail to gather electricity from the atmosphere., (Brilliant Diamond)It turns aggressive if it has too much electricity in its body. It discharges power through its tail., (Shining Pearl)It can loose 100,000-volt bursts of electricity, instantly downing foes several times its size., (Legends: Arceus)It can discharge bursts of electricity exceeding 100,000 volts— a single strike with that amount of power would incapacitate one of the Copperajah of my homeland., (Scarlet)Its tail discharges electricity into the ground, protecting it from getting shocked., (Violet)If the electric pouches in its cheeks become fully charged, both ears will stand straight up.",https://pokemondb.net/pokedex/raichu
0027,1,Sandshrew,모래두지,Ground,,Mouse Pokemon,0.6,12.0,,,,,,,,,,"(Red&Blue)Burrows deep underground in arid locations far from water. It only emerges to hunt for food., (Yellow)Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew., (Gold)If it fell from a great height, this POKéMON could save itself by rolling into a ball and bouncing., (Silver)Disliking water, it lives in deep burrows in arid areas. It can roll itself instantly into a ball., (Crystal)It prefers dry, sandy places because it uses the sand to protect itself when threatened., (Ruby)SANDSHREW’s body is configured to absorb water without waste, enabling it to survive in an arid desert. This POKéMON curls up to protect itself from its enemies., (Sapphire)SANDSHREW has a very dry hide that is extremely tough. The POKéMON can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep., (FireRed)It burrows and lives underground. If threatened, it curls itself up into a ball for protection., (LeafGreen)Burrows deep underground in arid locations far from water. It only emerges to hunt for prey., (Emerald)When it curls up in a ball, it can make any attack bounce off harmlessly. Its hide has turned tough and solid as a result of living in the desert., (Diamond&Pearl&Platinum)To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall., (HeartGold)If it fell from a great height, this Pokémon could save itself by rolling into a ball and bouncing., (SoulSilver)Disliking water, it lives in deep burrows in arid areas. It can roll itself instantly into a ball., (Black&White)To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall., (Black 2&White 2)It digs deep burrows to live in. When in danger, it rolls up its body to withstand attacks., (X)It burrows and lives underground. If threatened, it curls itself up into a ball for protection., (Y)Disliking water, it lives in deep burrows in arid areas. It can roll itself instantly into a ball., (Omega Ruby)Sandshrew’s body is configured to absorb water without waste, enabling it to survive in an arid desert. This Pokémon curls up to protect itself from its enemies., (Alpha Sapphire)Sandshrew has a very dry hide that is extremely tough. The Pokémon can roll into a ball that repels any attack. At night, it burrows into the desert sand to sleep., (Sun)It can roll its body into a ball. It moves through the desert by rolling at high speeds., (Moon)It usually makes its home in deserts and arid zones, where rain does not fall. It digs holes to catch Bug-type Pokémon., (Ultra Sun)It lives in areas of limited rainfall. When danger approaches, it curls up into a ball to protect its soft stomach., (Ultra Moon)When its skin gets wrinkled from moisture, it heads for a volcano. It lies flat on a spot with a lot of geothermal heat and dries itself out., (Let's Go Pikachu&Let's Go Eevee)Its body is dry. When it gets cold at night, its hide is said to become coated with a fine dew., (Sword)It loves to bathe in the grit of dry, sandy areas. By sand bathing, the Pokémon rids itself of dirt and moisture clinging to its body., (Shield)It burrows into the ground to create its nest. If hard stones impede its tunneling, it uses its sharp claws to shatter them and then carries on digging., (Brilliant Diamond&Shining Pearl)To protect itself from attackers, it curls up into a ball. It lives in arid regions with minimal rainfall.",https://pokemondb.net/pokedex/sandshrew
0028,1,Sandslash,고지,Ground,,Mouse Pokemon,1.0,29.5,,,,,,,,,,"(Red&Blue)Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape., (Yellow)It is skilled at slashing enemies with its claws. If broken, they start to grow back in a day., (Gold)In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm., (Silver)If it digs at an incredible pace, it may snap off its spikes and claws. They grow back in a day., (Crystal)Adept at climbing trees, it rolls into a spiny ball, then attacks its enemies from above., (Ruby)SANDSLASH’s body is covered by tough spikes, which are hardened sections of its hide. Once a year, the old spikes fall out, to be replaced with new spikes that grow out from beneath the old ones., (Sapphire)SANDSLASH can roll up its body as if it were a ball covered with large spikes. In battle, this POKéMON will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws., (FireRed)It is adept at attacking with the spines on its back and its sharp claws while quickly scurrying about., (LeafGreen)Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape., (Emerald)It curls up in a ball to protect itself from enemy attacks. It also curls up to prevent heatstroke during the daytime when temperatures rise sharply., (Diamond&Pearl&Platinum)It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage., (HeartGold)In an attempt to hide itself, it will run around at top speed to kick up a blinding dust storm., (SoulSilver)If it digs at an incredible pace, it may snap off its spikes and claws. They grow back in a day., (Black&White)It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage., (Black 2&White 2)The spikes on its body are made up of its hardened hide. It rolls up and attacks foes with its spikes., (X)If it digs at an incredible pace, it may snap off its spikes and claws. They grow back in a day., (Y)Curls up into a spiny ball when threatened. It can roll while curled up to attack or escape., (Omega Ruby)Sandslash’s body is covered by tough spikes, which are hardened sections of its hide. Once a year, the old spikes fall out, to be replaced with new spikes that grow out from beneath the old ones., (Alpha Sapphire)Sandslash can roll up its body as if it were a ball covered with large spikes. In battle, this Pokémon will try to make the foe flinch by jabbing it with its spines. It then leaps at the stunned foe to tear wildly with its sharp claws., (Sun)Although they are sharp, its claws and spikes often break off. They grow back the next day, so it is not bothered by the temporary loss., (Moon)It uses its claws to climb trees and then curls its body into a spiny ball, ready to drop onto any prey that appears., (Ultra Sun)Its claws and horns often break off. The broken claws and horns can be used to carve plows for tilling farm fields., (Ultra Moon)Thanks to its thick claws, it’s good at climbing trees. There are plenty of Sandslash that park themselves in trees and go right to sleep., (Let's Go Pikachu&Let's Go Eevee)It is skilled at slashing enemies with its claws. If broken, they start to grow back in a day., (Sword)The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched., (Shield)It climbs trees by hooking on with its sharp claws. Sandslash shares the berries it gathers, dropping them down to Sandshrew waiting below the tree., (Brilliant Diamond&Shining Pearl)It curls up, then rolls into foes with its back. Its sharp spines inflict severe damage.",https://pokemondb.net/pokedex/sandslash
0029,1,Nidoran♀,니드런♀,Poison,,Poison Pin Pokemon,0.4,7.0,,,,,,,,,,"(Red&Blue)Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns., (Yellow)A mild-mannered POKéMON that does not like to fight. Beware, its small horns secrete venom., (Gold)The poison hidden in its small horn is extremely potent. Even a tiny scratch can have fatal results., (Silver)Although not very combative, it will torment its foes with poison spikes if it is threatened in any way., (Crystal)Small and very docile, it protects itself with its small, poisonous horn when attacked., (Ruby&Sapphire)NIDORAN has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn., (FireRed)Though small, it must be treated with caution because of its powerfully toxic barbs. The female has smaller horns., (LeafGreen)Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns., (Emerald)Its highly toxic barbs are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn., (Diamond&Pearl&Platinum)While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal., (HeartGold)The poison hidden in its small horn is extremely potent. Even a tiny scratch can have fatal results., (SoulSilver)Although not very combative, it will torment its foes with poison spikes if it is threatened in any way., (Black&White&Black 2&White 2)While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal., (X)Although small, its venomous barbs render this Pokémon dangerous. The female has smaller horns., (Y)Small and very docile, it protects itself with its small, poisonous horn when attacked., (Omega Ruby&Alpha Sapphire)Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn., (Let's Go Pikachu&Let's Go Eevee)A mild-mannered Pokémon that does not like to fight. Beware—its small horn secretes venom., (Sword)Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators., (Shield)It uses its hard incisor teeth to crush and eat berries. The tip of a female Nidoran’s horn is a bit more rounded than the tip of a male’s horn., (Brilliant Diamond&Shining Pearl)While this Pokémon does not prefer to fight, even one drop of the venom it secretes from its barbs can be fatal.",https://pokemondb.net/pokedex/nidoran-f
0030,1,Nidorina,니드리나,Poison,,Poison Pin Pokemon,0.8,20.0,,,,,,,,,,"(Red&Blue)The female’s horn develops slowly. Prefers physical attacks such as clawing and biting., (Yellow)When resting deep in its burrow, its thorns always retract. This is proof that it is relaxed., (Gold)When feeding its young, it first chews and tenderizes the food, then spits it out for the offspring., (Silver)It has a calm and caring nature. Because its horn grows slowly, it prefers not to fight., (Crystal)It has a docile nature. If it is threatened with attack, it raises the barbs that are all over its body., (Ruby&Sapphire)When NIDORINA are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This POKéMON appears to become nervous if separated from the others., (FireRed)The female has a gentle temperament. It emits ultrasonic cries that have the power to befuddle foes., (LeafGreen)The female’s horns develop slowly. Prefers physical attacks such as clawing and biting., (Emerald)When it is with its friends or family, its barbs are tucked away to prevent injury. It appears to become nervous if separated from the others., (Diamond&Pearl&Platinum)When it senses danger, it raises all the barbs on its body. These barbs grow slower than NIDORINO’s., (HeartGold)When feeding its young, it first chews the food into a paste, then spits it out for the offspring., (SoulSilver)It has a calm and caring nature. Because its horn grows slowly, it prefers not to fight., (Black&White&Black 2&White 2)When it senses danger, it raises all the barbs on its body. These barbs grow slower than Nidorino’s., (X)The female has a gentle temperament. It emits ultrasonic cries that have the power to befuddle foes., (Y)When feeding its young, it first chews the food into a paste, then spits it out for the offspring., (Omega Ruby&Alpha Sapphire)When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This Pokémon appears to become nervous if separated from the others., (Let's Go Pikachu&Let's Go Eevee)When resting deep in its burrow, its barbs always retract. This is proof that it is relaxed., (Sword)The horn on its head has atrophied. It’s thought that this happens so Nidorina’s children won’t get poked while their mother is feeding them., (Shield)If the group is threatened, these Pokémon will band together to assault enemies with a chorus of ultrasonic waves., (Brilliant Diamond&Shining Pearl)When it senses danger, it raises all the barbs on its body. These barbs grow more slowly than Nidorino’s.",https://pokemondb.net/pokedex/nidorina
0031,1,Nidoqueen,니드퀸,Poison,Ground,Drill Pokemon,1.3,60.0,,,,,,,,,,"(Red&Blue)Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves., (Yellow)Tough scales cover the sturdy body of this POKéMON. It appears that the scales grow in cycles., (Gold)Its body is covered with needle-like scales. It never shows signs of shrinking from any attack., (Silver)It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators., (Crystal)The hard scales that cover its strong body serve as excellent protection from any attack., (Ruby&Sapphire)NIDOQUEEN’s body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This POKéMON is at its strongest when it is defending its young., (FireRed)The body is covered by stiff, needle-like scales. If it becomes excited, the needles bristle outwards., (LeafGreen)Its hard scales provide strong protection. It uses its hefty bulk to execute powerful moves., (Emerald)It is adept at sending foes flying with harsh tackles using its tough, scaly body. This POKéMON is at its strongest when it is defending its young., (Diamond&Pearl&Platinum)Its entire body is armored with hard scales. It will protect the young in its burrow with its life., (HeartGold)Its body is covered with needle-like scales. It never shows signs of shrinking from any attack., (SoulSilver)It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators., (Black&White&Black 2&White 2)Its entire body is armored with hard scales. It will protect the young in its burrow with its life., (X)It uses its scaly, rugged body to seal the entrance of its nest and protect its young from predators., (Y)The body is covered by stiff, needlelike scales. If it becomes excited, the needles bristle outwards., (Omega Ruby&Alpha Sapphire)Nidoqueen’s body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This Pokémon is at its strongest when it is defending its young., (Let's Go Pikachu&Let's Go Eevee)Tough scales cover the sturdy body of this Pokémon. It appears that the scales grow in cycles., (Sword)Nidoqueen is better at defense than offense. With scales like armor, this Pokémon will shield its children from any kind of attack., (Shield)It pacifies offspring by placing them in the gaps between the spines on its back. The spines will never secrete poison while young are present., (Brilliant Diamond&Shining Pearl)Its entire body is armored with hard scales. It will protect the young in its burrow with its life.",https://pokemondb.net/pokedex/nidoqueen
0032,1,Nidoran♂,니드런♂,Poison,,Poison Pin Pokemon,0.5,9.0,,,,,,,,,,"(Red&Blue)Stiffens its ears to sense danger. The larger its horns, the more powerful its secreted venom., (Yellow)Its large ears are always kept upright. If it senses danger, it will attack with a poisonous sting., (Gold)It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison., (Silver)It raises its big ears to check its surroundings. It will strike first if it senses any danger., (Crystal)It constantly moves its large ears in many directions in order to detect danger right away., (Ruby&Sapphire)The male NIDORAN has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this POKéMON’s notice., (FireRed)Its large ears are flapped like wings when it is listening to distant sounds. It extends toxic barbs when angered., (LeafGreen)It stiffens its ears to sense danger. The larger its horns, the more  powerful its secreted venom., (Emerald)The male NIDORAN has developed muscles that freely move its ears in any direction. Even the slightest sound does not escape this POKéMON’s notice., (Diamond&Pearl&Platinum)It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection., (HeartGold)It is small, but its horn is filled with poison. It charges then stabs with the horn to inject poison., (SoulSilver)It raises its big ears to check its surroundings. It will strike first if it senses any danger., (Black&White&Black 2&White 2)It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection., (X)It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection., (Y)Its large ears are flapped like wings when it is listening to distant sounds. It extends toxic barbs when angered., (Omega Ruby&Alpha Sapphire)Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokémon’s notice., (Let's Go Pikachu&Let's Go Eevee)Its large ears are always kept upright. If it senses danger, it will attack with a poisonous sting., (Sword)The horn on a male Nidoran’s forehead contains a powerful poison. This is a very cautious Pokémon, always straining its large ears., (Shield)Small but brave, this Pokémon will hold its ground and even risk its life in battle to protect the female it’s friendly with., (Brilliant Diamond&Shining Pearl)It scans its surroundings by raising its ears out of the grass. Its toxic horn is for protection.",https://pokemondb.net/pokedex/nidoran-m
0033,1,Nidorino,니드리노,Poison,,Poison Pin Pokemon,0.9,19.5,,,,,,,,,,"(Red&Blue)An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom., (Yellow)Its horns contain venom. If they are stabbed into an enemy, the impact makes the poison leak out., (Gold)It raises its big ears to check its surroundings. If it senses anything, it attacks immediately., (Silver)Quick to anger, it stabs enemies with its horn to inject a powerful poison when it becomes agitated., (Crystal)It is easily agitated and uses its horn for offense as soon as it notices an attacker., (Ruby&Sapphire)NIDORINO has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might., (FireRed)It is easily angered. By swinging its well-developed horn wildly, it can even punch through diamond., (LeafGreen)An aggressive POKéMON that is quick to attack. The horn on its head secretes a powerful venom., (Emerald)Its horn is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might., (Diamond&Pearl&Platinum)It has a violent disposition and stabs foes with its horn, which oozes poison upon impact., (HeartGold)It raises its big ears to check its surroundings. If it senses anything, it attacks immediately., (SoulSilver)Quick to anger, it stabs enemies with its horn to inject a powerful poison when it becomes agitated., (Black&White&Black 2&White 2)It has a violent disposition and stabs foes with its horn, which oozes poison upon impact., (X)It raises its big ears to check its surroundings. If it senses anything, it attacks immediately., (Y)An aggressive Pokémon that is quick to attack. The horn on its head secretes a powerful venom., (Omega Ruby&Alpha Sapphire)Nidorino has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might., (Let's Go Pikachu&Let's Go Eevee)Its horn contains venom. If it stabs an enemy with the horn, the impact makes the poison leak out., (Sword)With a horn that’s harder than diamond, this Pokémon goes around shattering boulders as it searches for a moon stone., (Shield)It’s nervous and quick to act aggressively. The potency of its poison increases along with the level of adrenaline present in its body., (Brilliant Diamond&Shining Pearl)It has a violent disposition and stabs foes with its horn, which oozes venom upon impact.",https://pokemondb.net/pokedex/nidorino
0034,1,Nidoking,니드킹,Poison,Ground,Drill Pokemon,1.4,62.0,,,,,,,,,,"(Red&Blue)It uses its powerful tail in battle to smash, constrict, then break the prey’s bones., (Yellow)Its steel-like hide adds to its powerful tackle. Its horns are so hard, they can pierce a diamond., (Gold)It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body., (Silver)Its tail is thick and powerful. If it binds an enemy, it can snap the victim’s spine quite easily., (Crystal)It uses its thick arms, legs and tail to attack forcefully. Melee combat is its specialty., (Ruby&Sapphire)NIDOKING’s thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this POKéMON goes on a rampage, there is no stopping it., (FireRed)It is recognized by its rock-hard hide and its extended horn. Be careful with the horn as it contains venom., (LeafGreen)It uses its powerful tail in battle to smash, constrict, then break the prey’s bones., (Emerald)A NIDOKING’s thick tail packs enormously destructive power capable of toppling a metal transmission tower. Once it goes on a rampage, there is no stopping it., (Diamond&Pearl&Platinum)One swing of its mighty tail can snap a telephone pole as if it were a matchstick., (HeartGold)It swings its big tail around during battle. If its foe flinches, it will charge with its sturdy body., (SoulSilver)Its tail is thick and powerful. If it binds an enemy, it can render the victim helpless quite easily., (Black&White&Black 2&White 2)One swing of its mighty tail can snap a telephone pole as if it were a matchstick., (X)It is recognized by its rock-hard hide and its extended horn. Be careful with the horn, as it contains venom., (Y)One swing of its mighty tail can snap a telephone pole as if it were a matchstick., (Omega Ruby&Alpha Sapphire)Nidoking’s thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it., (Let's Go Pikachu&Let's Go Eevee)Its steel-like hide adds to its powerful tackle. Its horns are so hard, they can pierce a diamond., (Sword)When it goes on a rampage, it’s impossible to control. But in the presence of a Nidoqueen it’s lived with for a long time, Nidoking calms down., (Shield)Nidoking prides itself on its strength. It’s forceful and spirited in battle, making use of its thick tail and diamond-crushing horn., (Brilliant Diamond&Shining Pearl)One swing of its mighty tail can snap a telephone pole as if it were a matchstick.",https://pokemondb.net/pokedex/nidoking
0035,1,Clefairy,삐삐,Fairy,,Fairy Pokemon,0.6,7.5,,,,,,,,,,"(Red&Blue)Its magical and cute appeal has many admirers. It is rare and found only in certain areas., (Yellow)Adored for their cute looks and playfulness. They are thought to be rare, as they do not appear often., (Gold)The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair., (Silver)Its adorable behavior and cry make it highly popular. However, this cute POKéMON is rarely found., (Crystal)Though rarely seen, it becomes easier to spot, for some reason, on the night of a  full moon., (Ruby&Sapphire)On every night of a full moon, groups of this POKéMON come out to play. When dawn arrives, the tired CLEFAIRY return to their quiet mountain retreats and go to sleep nestled up against each other., (FireRed)Its adorable appearance makes it popular as a pet. However, it is rare and difficult to find., (LeafGreen)With its magical and cute appeal, it has  many admirers. It is rare and found only in certain areas., (Emerald)On every night of a full moon, they come out to play. When dawn arrives, the tired CLEFAIRY go to sleep nestled up against each other in deep and quiet mountains., (Diamond)Thought to live with others on quiet mountains, it is popular for its adorable nature., (Pearl)It flies using the wings on its back to collect moonlight. This Pokémon is difficult to find., (Platinum)It is said that happiness will come to those who see a gathering of CLEFAIRY dancing under a full moon., (HeartGold)The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair., (SoulSilver)Its adorable behavior and cry make it highly popular. However, this cute Pokémon is rarely found., (Black&White)It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon., (Black 2&White 2)On nights with a full moon, Clefairy gather from all over and dance. Bathing in moonlight makes them float., (X)It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon., (Y)The moonlight that it stores in the wings on its back apparently gives it the ability to float in midair., (Omega Ruby&Alpha Sapphire)On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other., (Sun)Its adorable behavior and appearance make it popular with men and women, young and old. Its numbers are few, however., (Moon)On nights with a full moon, they gather together and dance. The surrounding area is enveloped in an abnormal magnetic field., (Ultra Sun)They’re popular, but they’re rare. Trainers who show them off recklessly may be targeted by thieves., (Ultra Moon)Bathed in moonlight, its wings glow faintly. Without even flapping, Clefairy rises into the air, where it dances around., (Let's Go Pikachu&Let's Go Eevee)Adored for their cute looks and playfulness. They are thought to be rare, as they do not appear often., (Sword)It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon., (Shield)Its adorable behavior and cry make it highly popular. However, this cute Pokémon is rarely found., (Brilliant Diamond)Thought to live with others on quiet mountains, it is popular for its adorable nature., (Shining Pearl)Moonlight gathers on the wings on Clefairy’s back, allowing Clefairy to fly. This Pokémon is difficult to find., (Legends: Arceus)It can be found in quiet mountain areas on a full moon’s night. Its dancing and its tiny, faintly glowing wings confer upon it a lovely fairylike quality.",https://pokemondb.net/pokedex/clefairy
0036,1,Clefable,픽시,Fairy,,Fairy Pokemon,1.3,40.0,,,,,,,,,,"(Red&Blue)A timid fairy POKéMON that is rarely seen. It will run and hide the moment it senses people., (Yellow)They appear to be very protective of their own world. It is a kind of fairy, rarely seen by people., (Gold)With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places., (Silver)Its very sensitive ears lets it distinguish distant sounds. As a result, it prefers quiet places., (Crystal)Said to live in quiet, remote mountains, this type of fairy has a strong aversion to being seen., (Ruby&Sapphire)CLEFABLE moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights., (FireRed)It has an acute sense of hearing. It can easily hear a pin being dropped nearly 1,100 yards away., (LeafGreen)A timid fairy POKéMON that is rarely seen, it will run and hide the moment it senses people., (Emerald)A CLEFABLE uses its wings to skip lightly  as if it were flying. Its bouncy step lets it even walk on water. On quiet, moonlit nights, it strolls on lakes., (Diamond)Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes., (Pearl)Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains., (Platinum)It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away., (HeartGold)With its acute hearing, it can pick up sounds from far away. It usually hides in quiet places., (SoulSilver)Its very sensitive ears let it distinguish distant sounds. As a result, it prefers quiet places., (Black&White)It is very wary and rarely shows itself to people. Its ears can hear a pin drop over half a mile away., (Black 2&White 2)Their ears are sensitive enough to hear a pin drop from over a mile away, so they’re usually found in quiet places., (X)Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains., (Y)A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people., (Omega Ruby&Alpha Sapphire)Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights., (Sun)They don’t like to reveal themselves in front of people. They live quietly in packs deep in the mountains., (Moon)According to tradition, people who see a pair of Clefable skipping by can look forward to a happy marriage., (Ultra Sun)It can’t help but hear a pin drop from over half a mile away, so it lives deep in the mountains where there aren’t many people or Pokémon., (Ultra Moon)Some scientists believe that it gazes intently at the sky on nights with a full moon because it’s homesick., (Let's Go Pikachu&Let's Go Eevee)They appear to be very protective of their own world. It is a kind of fairy, rarely seen by people., (Sword)A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people., (Shield)Their ears are sensitive enough to hear a pin drop from over a mile away, so they’re usually found in quiet places., (Brilliant Diamond)Rarely seen by people, it is said to be drawn by the full moon to play at deserted lakes., (Shining Pearl)Its hearing is so acute it can hear a pin drop over half a mile away. It lives on quiet mountains., (Legends: Arceus)Legend says that on clear, quiet nights, it listens for the voices of its kin living on the moon. I, too, often think of my homeland, so far away.",https://pokemondb.net/pokedex/clefable
